brand,car_model,date_of_sale,car_price
Ford,Mustang,04/01/2012,92582
Ford,Mustang,24/08/2012,38972
Chevrolet,Camaro,15/10/2019,31947
Kia,Picanto,14/09/2016,17934
Tesla,Model 3,24/11/2020,36577
Toyota,Camry,06/08/2015,19302
Ford,Mustang,12/09/2011,91017
Tesla,Model 3,01/03/2014,88919
Nissan,Sentra,10/12/2010,95482
Kia,Picanto,11/10/2020,42658
Ford,Mustang,01/05/2011,17265
Ford,Mustang,14/04/2022,15248
Ford,Mustang,11/05/2021,16367
Ford,Mustang,14/04/2013,81951
Nissan,Sentra,19/01/2017,75401
Nissan,Sentra,24/11/2014,68434
Chevrolet,Camaro,22/09/2017,39112
Ford,Mustang,10/07/2016,54293
Honda,Accord,03/01/2016,60287
Toyota,Camry,11/03/2017,47574
Ford,Mustang,06/06/2012,40723
Honda,Accord,10/09/2020,22747
Kia,Picanto,23/07/2021,94529
Honda,Accord,08/10/2022,19974
Nissan,Sentra,11/04/2014,10691
Ford,Mustang,18/04/2012,54257
Honda,Accord,28/02/2014,83862
Tesla,Model 3,04/01/2018,59889
Toyota,Camry,26/05/2021,24669
Toyota,Camry,01/09/2018,98795
Tesla,Model 3,26/08/2022,58598
Ford,Mustang,16/07/2014,36534
Ford,Mustang,16/01/2014,81006
Tesla,Model 3,07/02/2010,25345
Toyota,Camry,14/01/2017,86345
Nissan,Sentra,07/12/2017,47155
Honda,Accord,08/01/2013,96636
Ford,Mustang,08/08/2022,86008
Tesla,Model 3,25/11/2017,92293
Toyota,Camry,11/08/2019,20481
Tesla,Model 3,13/04/2010,47693
Ford,Mustang,22/07/2022,68534
Nissan,Sentra,27/06/2014,12510
Nissan,Sentra,26/03/2011,15547
Nissan,Sentra,25/03/2022,74798
Tesla,Model 3,24/06/2016,87659
Nissan,Sentra,07/10/2018,34432
Nissan,Sentra,06/01/2016,74220
Kia,Picanto,07/04/2013,65755
Toyota,Camry,12/08/2015,80290
Tesla,Model 3,06/08/2013,92899
Honda,Accord,28/08/2019,35824
Honda,Accord,04/03/2013,65048
Nissan,Sentra,03/11/2012,27726
Kia,Picanto,22/07/2022,88934
Kia,Picanto,07/05/2016,59331
Ford,Mustang,15/07/2020,93782
Chevrolet,Camaro,26/12/2015,80223
Chevrolet,Camaro,15/03/2021,51257
Ford,Mustang,12/02/2016,32752
Ford,Mustang,17/03/2012,84488
Kia,Picanto,05/07/2016,36020
Chevrolet,Camaro,09/10/2017,97986
Chevrolet,Camaro,16/03/2010,63567
Tesla,Model 3,08/08/2012,84627
Nissan,Sentra,21/08/2021,25621
Honda,Accord,11/09/2010,92278
Tesla,Model 3,12/06/2017,94587
Tesla,Model 3,03/01/2012,36091
Tesla,Model 3,10/01/2010,61999
Ford,Mustang,28/06/2015,16814
Honda,Accord,26/06/2016,68390
Kia,Picanto,15/04/2015,55132
Ford,Mustang,26/10/2021,27562
Nissan,Sentra,28/01/2011,20035
Nissan,Sentra,10/07/2020,87969
Toyota,Camry,08/05/2017,24799
Ford,Mustang,16/10/2011,67098
Kia,Picanto,22/11/2018,10506
Nissan,Sentra,26/06/2016,19849
Chevrolet,Camaro,24/04/2017,53425
Nissan,Sentra,19/11/2011,80015
Honda,Accord,03/05/2013,66601
Toyota,Camry,22/10/2016,78829
Honda,Accord,05/07/2014,12538
Honda,Accord,26/08/2019,48046
Chevrolet,Camaro,13/09/2011,91732
Kia,Picanto,06/12/2018,95322
Tesla,Model 3,08/08/2011,59573
Chevrolet,Camaro,22/04/2020,69849
Nissan,Sentra,01/10/2012,99559
Toyota,Camry,25/08/2012,72873
Honda,Accord,02/05/2014,52531
Ford,Mustang,16/11/2019,17188
Kia,Picanto,08/10/2017,48287
Nissan,Sentra,27/12/2016,89585
Nissan,Sentra,11/04/2019,95736
Tesla,Model 3,10/07/2018,43770
Toyota,Camry,14/04/2013,61772
Nissan,Sentra,17/12/2014,65270
Nissan,Sentra,04/12/2020,66637
Kia,Picanto,19/03/2014,79132
Ford,Mustang,24/06/2021,83141
Kia,Picanto,19/08/2018,72702
Kia,Picanto,01/03/2019,35218
Kia,Picanto,11/02/2013,31071
Honda,Accord,15/01/2018,27218
Kia,Picanto,28/08/2019,41049
Toyota,Camry,19/08/2012,72609
Ford,Mustang,02/09/2014,68236
Nissan,Sentra,09/05/2018,47760
Honda,Accord,06/03/2021,94751
Tesla,Model 3,03/07/2010,45791
Nissan,Sentra,13/04/2011,45607
Ford,Mustang,12/07/2014,38089
Tesla,Model 3,21/11/2012,57217
Honda,Accord,22/07/2017,89332
Ford,Mustang,25/08/2012,35844
Chevrolet,Camaro,22/04/2013,92201
Kia,Picanto,28/06/2022,61344
Nissan,Sentra,26/05/2010,67995
Ford,Mustang,01/04/2014,34727
Tesla,Model 3,20/06/2012,57847
Nissan,Sentra,10/12/2013,55088
Nissan,Sentra,01/11/2022,54202
Ford,Mustang,17/10/2010,84235
Tesla,Model 3,16/02/2014,85020
Honda,Accord,19/04/2014,34566
Chevrolet,Camaro,07/12/2021,29472
Honda,Accord,10/06/2019,87098
Ford,Mustang,05/09/2015,42980
Toyota,Camry,19/05/2014,47905
Nissan,Sentra,13/08/2021,17638
Toyota,Camry,20/05/2017,69485
Ford,Mustang,02/04/2010,29348
Chevrolet,Camaro,07/02/2016,55761
Nissan,Sentra,23/01/2010,67561
Tesla,Model 3,03/07/2012,77220
Nissan,Sentra,19/06/2014,70180
Ford,Mustang,20/09/2013,11903
Chevrolet,Camaro,11/05/2019,79623
Chevrolet,Camaro,15/04/2019,47376
Nissan,Sentra,28/12/2017,88533
Nissan,Sentra,15/12/2017,25968
Tesla,Model 3,02/09/2022,22830
Ford,Mustang,22/06/2018,81166
Kia,Picanto,04/08/2018,98849
Ford,Mustang,14/06/2021,90671
Kia,Picanto,26/10/2017,15544
Ford,Mustang,21/01/2012,97208
Kia,Picanto,12/03/2013,86132
Honda,Accord,24/07/2010,27337
Nissan,Sentra,11/10/2012,57762
Honda,Accord,15/03/2010,11609
Tesla,Model 3,17/05/2019,11190
Ford,Mustang,10/05/2021,78611
Toyota,Camry,18/07/2017,26351
Kia,Picanto,24/08/2018,87567
Chevrolet,Camaro,21/09/2020,19966
Ford,Mustang,10/12/2015,15090
Kia,Picanto,14/01/2013,24772
Toyota,Camry,16/02/2017,68722
Chevrolet,Camaro,04/12/2011,88514
Kia,Picanto,27/01/2014,45440
Ford,Mustang,27/08/2015,57786
Toyota,Camry,09/10/2016,54756
Chevrolet,Camaro,16/08/2014,97790
Nissan,Sentra,14/12/2019,93142
Toyota,Camry,05/11/2012,22088
Toyota,Camry,16/08/2015,63283
Nissan,Sentra,03/11/2012,33594
Ford,Mustang,22/08/2012,84791
Ford,Mustang,03/06/2022,11105
Ford,Mustang,10/02/2013,36734
Toyota,Camry,05/04/2017,19140
Kia,Picanto,15/01/2014,10203
Kia,Picanto,08/05/2013,70298
Ford,Mustang,08/07/2016,10695
Honda,Accord,12/09/2018,61406
Kia,Picanto,14/09/2020,62030
Honda,Accord,25/12/2015,41863
Nissan,Sentra,13/10/2019,40205
Nissan,Sentra,22/07/2011,46010
Toyota,Camry,06/08/2012,24116
Honda,Accord,27/05/2010,58610
Kia,Picanto,08/06/2013,25319
Nissan,Sentra,07/01/2019,58864
Tesla,Model 3,08/06/2022,91228
Honda,Accord,28/06/2019,48301
Tesla,Model 3,23/01/2020,60440
Nissan,Sentra,02/11/2016,96723
Ford,Mustang,04/04/2014,83075
Toyota,Camry,25/02/2019,80266
Honda,Accord,21/04/2019,25319
Kia,Picanto,13/10/2021,95064
Chevrolet,Camaro,01/11/2015,20515
Tesla,Model 3,20/09/2018,43938
Tesla,Model 3,18/01/2010,65221
Kia,Picanto,06/10/2022,74555
Chevrolet,Camaro,26/12/2015,30883
Ford,Mustang,14/10/2014,77571
Tesla,Model 3,10/05/2017,45670
Toyota,Camry,27/09/2017,22454
Kia,Picanto,20/01/2010,46753
Kia,Picanto,06/01/2022,46815
Toyota,Camry,24/10/2019,23525
Chevrolet,Camaro,20/04/2016,68401
Ford,Mustang,12/01/2022,69888
Kia,Picanto,20/10/2020,93795
Honda,Accord,20/11/2011,53236
Tesla,Model 3,27/04/2018,78447
Ford,Mustang,22/08/2020,24297
Ford,Mustang,28/05/2010,18587
Ford,Mustang,23/05/2016,36678
Chevrolet,Camaro,27/01/2015,40006
Chevrolet,Camaro,19/08/2021,18110
Nissan,Sentra,21/05/2019,83373
Ford,Mustang,01/02/2019,71410
Chevrolet,Camaro,16/09/2011,86922
Chevrolet,Camaro,03/08/2012,61912
Toyota,Camry,14/09/2022,14903
Ford,Mustang,09/04/2022,64303
Honda,Accord,04/10/2014,88590
Chevrolet,Camaro,23/04/2016,11701
Tesla,Model 3,15/08/2013,82222
Honda,Accord,12/07/2016,12717
Honda,Accord,19/03/2018,74331
Chevrolet,Camaro,09/10/2011,68672
Honda,Accord,01/09/2020,88432
Tesla,Model 3,15/08/2019,26000
Honda,Accord,21/03/2015,18592
Kia,Picanto,18/10/2012,59941
Chevrolet,Camaro,11/02/2013,59829
Chevrolet,Camaro,09/09/2010,47266
Ford,Mustang,12/08/2014,30893
Honda,Accord,12/05/2018,76732
Honda,Accord,20/11/2017,32220
Kia,Picanto,07/09/2011,66884
Honda,Accord,24/04/2020,86685
Ford,Mustang,17/10/2016,17394
Ford,Mustang,26/07/2013,58198
Tesla,Model 3,18/05/2022,30702
Toyota,Camry,02/12/2022,98818
Honda,Accord,19/06/2011,21285
Honda,Accord,12/02/2012,23763
Ford,Mustang,27/12/2021,71245
Honda,Accord,13/11/2015,57407
Ford,Mustang,26/12/2014,10784
Toyota,Camry,08/08/2011,31059
Tesla,Model 3,05/09/2019,48301
Honda,Accord,07/05/2019,92053
Tesla,Model 3,25/12/2017,75316
Ford,Mustang,18/05/2019,36578
Ford,Mustang,22/07/2017,28652
Tesla,Model 3,05/10/2020,91218
Nissan,Sentra,11/06/2010,25171
Kia,Picanto,27/06/2021,18835
Chevrolet,Camaro,14/07/2014,58632
Nissan,Sentra,14/03/2021,60960
Tesla,Model 3,01/12/2011,96681
Nissan,Sentra,10/10/2015,43587
Chevrolet,Camaro,06/04/2016,70486
Tesla,Model 3,23/06/2020,93939
Tesla,Model 3,21/12/2011,93099
Toyota,Camry,28/04/2010,86956
Toyota,Camry,18/07/2011,86039
Tesla,Model 3,25/03/2019,73192
Honda,Accord,17/05/2015,72832
Ford,Mustang,16/08/2019,21628
Tesla,Model 3,13/10/2015,43784
Kia,Picanto,08/05/2019,42494
Tesla,Model 3,24/07/2015,17391
Kia,Picanto,25/01/2012,24267
Toyota,Camry,07/02/2018,71352
Chevrolet,Camaro,11/02/2018,63108
Nissan,Sentra,24/04/2021,95650
Chevrolet,Camaro,18/12/2021,59028
Ford,Mustang,26/02/2019,94889
Nissan,Sentra,08/01/2019,18390
Ford,Mustang,03/05/2013,22670
Kia,Picanto,01/03/2022,99673
Ford,Mustang,03/03/2010,99472
Toyota,Camry,09/10/2015,71778
Nissan,Sentra,12/05/2012,71918
Ford,Mustang,04/08/2018,69294
Ford,Mustang,11/09/2013,62369
Kia,Picanto,07/09/2015,58245
Chevrolet,Camaro,26/07/2015,30923
Ford,Mustang,23/02/2011,24028
Toyota,Camry,23/02/2016,96965
Toyota,Camry,16/04/2022,23026
Honda,Accord,18/02/2020,67667
Kia,Picanto,18/05/2011,43968
Kia,Picanto,15/10/2013,10709
Kia,Picanto,20/04/2010,99652
Toyota,Camry,10/05/2014,65081
Toyota,Camry,18/07/2021,50934
Nissan,Sentra,27/01/2018,32881
Kia,Picanto,08/07/2010,16342
Honda,Accord,18/03/2018,78121
Kia,Picanto,13/01/2013,14222
Kia,Picanto,19/04/2017,24483
Ford,Mustang,12/04/2016,39863
Toyota,Camry,02/12/2021,74519
Kia,Picanto,05/04/2019,45072
Chevrolet,Camaro,22/09/2013,65553
Nissan,Sentra,12/05/2018,74490
Ford,Mustang,19/02/2012,80948
Toyota,Camry,17/07/2019,88109
Chevrolet,Camaro,02/05/2018,12680
Nissan,Sentra,24/04/2017,23139
Kia,Picanto,28/05/2020,67649
Tesla,Model 3,19/08/2017,20114
Ford,Mustang,17/03/2011,63724
Kia,Picanto,17/01/2016,61394
Kia,Picanto,24/08/2010,52538
Tesla,Model 3,11/03/2013,97590
Nissan,Sentra,12/02/2017,55600
Nissan,Sentra,08/12/2010,64348
Chevrolet,Camaro,11/09/2013,96057
Nissan,Sentra,07/03/2020,95852
Honda,Accord,28/02/2018,26468
Toyota,Camry,09/05/2015,64051
Kia,Picanto,15/03/2018,33452
Ford,Mustang,15/05/2010,35501
Tesla,Model 3,25/06/2017,74010
Honda,Accord,09/11/2016,53715
Kia,Picanto,17/08/2020,57254
Chevrolet,Camaro,23/08/2017,93687
Tesla,Model 3,10/09/2011,93638
Ford,Mustang,21/07/2016,21917
Kia,Picanto,02/10/2021,55533
Tesla,Model 3,02/08/2013,12635
Kia,Picanto,05/04/2016,10594
Tesla,Model 3,12/10/2012,54789
Chevrolet,Camaro,21/08/2020,22610
Chevrolet,Camaro,20/05/2014,66246
Nissan,Sentra,22/08/2014,65292
Tesla,Model 3,04/03/2022,18632
Chevrolet,Camaro,16/04/2020,39023
Tesla,Model 3,17/01/2018,64186
Honda,Accord,23/10/2020,24331
Tesla,Model 3,19/07/2014,17769
Nissan,Sentra,11/02/2021,47237
Honda,Accord,21/11/2016,60294
Tesla,Model 3,28/01/2019,28703
Chevrolet,Camaro,02/12/2012,47070
Toyota,Camry,18/12/2014,14121
Chevrolet,Camaro,18/08/2010,88790
Toyota,Camry,05/07/2022,19397
Tesla,Model 3,10/11/2021,92586
Toyota,Camry,07/11/2012,65820
Chevrolet,Camaro,05/08/2014,19200
Tesla,Model 3,08/04/2015,68131
Tesla,Model 3,07/03/2015,84616
Toyota,Camry,13/01/2017,16437
Toyota,Camry,14/09/2013,51954
Nissan,Sentra,09/12/2011,90328
Tesla,Model 3,05/09/2021,96110
Honda,Accord,05/05/2016,83166
Nissan,Sentra,10/08/2010,72401
Honda,Accord,07/06/2014,63322
Kia,Picanto,24/04/2021,44983
Honda,Accord,12/10/2014,30687
Honda,Accord,18/02/2014,75084
Honda,Accord,18/04/2017,47654
Nissan,Sentra,16/01/2016,34050
Honda,Accord,27/06/2015,63417
Chevrolet,Camaro,11/06/2010,30802
Kia,Picanto,03/08/2012,91963
Ford,Mustang,09/08/2018,30374
Kia,Picanto,16/11/2017,88064
Ford,Mustang,03/12/2021,59431
Kia,Picanto,11/05/2015,72713
Kia,Picanto,10/07/2011,73452
Toyota,Camry,17/05/2018,91055
Ford,Mustang,16/12/2015,58559
Toyota,Camry,14/02/2013,70163
Nissan,Sentra,26/05/2019,57317
Tesla,Model 3,10/07/2015,58643
Tesla,Model 3,09/10/2022,48917
Tesla,Model 3,20/06/2022,80892
Nissan,Sentra,22/03/2016,51298
Nissan,Sentra,20/04/2021,92779
Chevrolet,Camaro,16/02/2019,40379
Tesla,Model 3,01/08/2014,86972
Tesla,Model 3,17/12/2019,84208
Honda,Accord,16/07/2014,38116
Chevrolet,Camaro,11/09/2011,28004
Nissan,Sentra,14/08/2015,57465
Ford,Mustang,07/11/2021,50030
Chevrolet,Camaro,22/10/2022,70929
Chevrolet,Camaro,04/03/2013,91854
Chevrolet,Camaro,10/07/2018,78025
Chevrolet,Camaro,23/10/2010,79248
Ford,Mustang,04/02/2011,24208
Tesla,Model 3,25/05/2021,94799
Toyota,Camry,22/07/2021,30695
Nissan,Sentra,22/01/2015,88953
Honda,Accord,26/11/2011,68127
Tesla,Model 3,07/06/2015,50634
Toyota,Camry,07/11/2013,35956
Chevrolet,Camaro,14/07/2015,12988
Tesla,Model 3,21/08/2011,72175
Honda,Accord,12/02/2020,71687
Ford,Mustang,20/10/2018,44675
Kia,Picanto,07/04/2022,24163
Ford,Mustang,03/06/2011,52789
Kia,Picanto,12/10/2018,58314
Ford,Mustang,06/09/2013,60765
Nissan,Sentra,04/06/2014,52151
Honda,Accord,10/11/2012,52514
Toyota,Camry,24/12/2020,29688
Ford,Mustang,05/03/2019,96390
Ford,Mustang,05/12/2017,32459
Toyota,Camry,20/12/2016,60514
Nissan,Sentra,20/11/2022,36194
Tesla,Model 3,21/01/2020,52639
Chevrolet,Camaro,25/06/2012,10900
Kia,Picanto,28/11/2013,46831
Honda,Accord,10/10/2015,56229
Toyota,Camry,03/03/2014,55330
Toyota,Camry,19/08/2016,63931
Tesla,Model 3,09/07/2016,99703
Honda,Accord,07/01/2013,96493
Tesla,Model 3,17/08/2015,89084
Honda,Accord,10/12/2016,12696
Honda,Accord,28/06/2016,24015
Ford,Mustang,12/08/2022,45036
Toyota,Camry,04/10/2012,15427
Kia,Picanto,28/12/2020,17706
Nissan,Sentra,26/11/2012,83031
Toyota,Camry,20/12/2012,77062
Kia,Picanto,14/07/2015,63196
Tesla,Model 3,03/12/2018,73832
Honda,Accord,21/06/2011,93875
Ford,Mustang,13/03/2016,69650
Toyota,Camry,02/02/2017,66636
Tesla,Model 3,07/09/2021,52099
Honda,Accord,11/12/2018,30867
Tesla,Model 3,13/07/2013,90493
Nissan,Sentra,15/05/2022,13661
Kia,Picanto,02/12/2015,67207
Ford,Mustang,11/12/2022,56089
Ford,Mustang,28/04/2012,52462
Ford,Mustang,23/07/2020,99808
Nissan,Sentra,02/05/2013,45543
Toyota,Camry,28/09/2014,37019
Ford,Mustang,12/11/2017,42190
Kia,Picanto,11/10/2017,72399
Tesla,Model 3,15/08/2012,41528
Chevrolet,Camaro,18/04/2019,28176
Tesla,Model 3,14/04/2014,97593
Kia,Picanto,07/11/2019,83702
Tesla,Model 3,20/10/2020,94037
Tesla,Model 3,02/06/2010,57302
Kia,Picanto,02/10/2015,75088
Ford,Mustang,03/03/2019,54864
Toyota,Camry,21/01/2021,21684
Honda,Accord,06/11/2018,17018
Toyota,Camry,13/03/2012,33825
Nissan,Sentra,25/06/2018,64819
Honda,Accord,09/01/2011,17870
Nissan,Sentra,25/01/2017,20900
Tesla,Model 3,11/01/2013,20036
Honda,Accord,15/05/2013,78763
Nissan,Sentra,09/05/2018,91000
Ford,Mustang,04/08/2018,15610
Ford,Mustang,06/03/2011,67817
Chevrolet,Camaro,08/02/2020,49322
Nissan,Sentra,06/04/2012,69598
Honda,Accord,16/09/2015,82276
Ford,Mustang,11/11/2018,36628
Ford,Mustang,12/10/2018,14550
Tesla,Model 3,06/09/2013,36223
Tesla,Model 3,18/10/2015,70055
Tesla,Model 3,22/06/2018,15027
Tesla,Model 3,14/12/2015,77396
Tesla,Model 3,25/06/2013,58988
Ford,Mustang,06/09/2017,68638
Honda,Accord,13/02/2019,57504
Nissan,Sentra,06/05/2013,35509
Kia,Picanto,05/08/2019,13149
Ford,Mustang,06/01/2020,24178
Tesla,Model 3,11/04/2014,28671
Nissan,Sentra,07/02/2016,23288
Tesla,Model 3,09/10/2016,89356
Nissan,Sentra,25/07/2022,88637
Toyota,Camry,27/12/2015,69922
Nissan,Sentra,12/07/2021,24501
Honda,Accord,07/01/2018,93856
Toyota,Camry,22/06/2020,84238
Toyota,Camry,18/11/2012,42735
Kia,Picanto,11/02/2015,82265
Kia,Picanto,26/12/2019,35919
Chevrolet,Camaro,17/08/2015,36928
Honda,Accord,19/12/2020,84303
Chevrolet,Camaro,15/04/2015,88276
Chevrolet,Camaro,26/11/2015,43764
Toyota,Camry,26/12/2014,94360
Chevrolet,Camaro,22/03/2011,32627
Chevrolet,Camaro,12/06/2012,68999
Honda,Accord,07/04/2010,72984
Tesla,Model 3,23/11/2017,85360
Toyota,Camry,16/12/2014,78130
Honda,Accord,09/09/2014,93476
Kia,Picanto,14/02/2018,55738
Chevrolet,Camaro,11/02/2016,62826
Honda,Accord,03/08/2022,92369
Ford,Mustang,19/02/2018,68118
Tesla,Model 3,20/07/2021,64144
Chevrolet,Camaro,14/11/2015,66176
Ford,Mustang,09/07/2017,77287
Kia,Picanto,09/05/2012,16869
Ford,Mustang,14/06/2013,99717
Nissan,Sentra,26/02/2017,84842
Chevrolet,Camaro,26/09/2010,90870
Honda,Accord,15/11/2019,51038
Honda,Accord,01/02/2010,95631
Kia,Picanto,26/05/2021,47895
Toyota,Camry,07/01/2020,89276
Kia,Picanto,19/12/2015,39174
Toyota,Camry,04/10/2014,47848
Tesla,Model 3,25/02/2016,25516
Kia,Picanto,04/08/2022,43725
Kia,Picanto,23/06/2012,35749
Honda,Accord,20/06/2019,88642
Chevrolet,Camaro,28/02/2016,50871
Nissan,Sentra,28/06/2022,38950
Toyota,Camry,10/10/2021,94342
Tesla,Model 3,19/02/2010,39424
Toyota,Camry,10/04/2017,48768
Chevrolet,Camaro,17/04/2018,75190
Nissan,Sentra,08/03/2021,34622
Tesla,Model 3,17/03/2014,92127
Honda,Accord,05/03/2011,35078
Kia,Picanto,03/12/2016,50262
Chevrolet,Camaro,11/12/2017,66538
Tesla,Model 3,23/09/2013,39091
Nissan,Sentra,04/06/2014,72694
Kia,Picanto,15/11/2012,69872
Kia,Picanto,11/01/2018,89808
Chevrolet,Camaro,15/12/2021,38088
Kia,Picanto,08/10/2017,22591
Chevrolet,Camaro,10/10/2011,67460
Chevrolet,Camaro,20/07/2021,87673
Tesla,Model 3,10/11/2022,53458
Toyota,Camry,26/06/2019,26847
Chevrolet,Camaro,02/04/2012,11365
Ford,Mustang,16/03/2018,94426
Nissan,Sentra,08/03/2012,92864
Honda,Accord,12/10/2012,50900
Kia,Picanto,12/10/2021,75963
Honda,Accord,07/06/2010,80641
Ford,Mustang,28/03/2015,73661
Nissan,Sentra,12/12/2022,23405
Toyota,Camry,16/09/2015,68271
Tesla,Model 3,04/08/2012,46682
Tesla,Model 3,04/11/2020,74890
Chevrolet,Camaro,16/12/2021,19039
Kia,Picanto,09/01/2019,29892
Kia,Picanto,22/02/2022,59135
Ford,Mustang,07/08/2012,76232
Honda,Accord,15/11/2021,46556
Ford,Mustang,10/07/2017,34962
Toyota,Camry,21/06/2014,20575
Ford,Mustang,21/07/2015,92162
Honda,Accord,14/02/2021,26407
Nissan,Sentra,01/02/2015,79362
Nissan,Sentra,06/12/2011,45986
Honda,Accord,01/07/2017,43782
Nissan,Sentra,04/06/2020,19342
Kia,Picanto,01/06/2015,48252
Toyota,Camry,27/12/2019,54333
Toyota,Camry,15/05/2015,37958
Honda,Accord,17/12/2015,51970
Ford,Mustang,23/09/2010,53404
Tesla,Model 3,06/04/2020,28237
Ford,Mustang,02/02/2014,13275
Ford,Mustang,25/03/2016,74070
Nissan,Sentra,11/02/2020,62997
Chevrolet,Camaro,13/07/2014,15550
Kia,Picanto,05/06/2011,17313
Nissan,Sentra,04/05/2022,42739
Toyota,Camry,10/04/2021,60548
Tesla,Model 3,13/05/2020,68423
Honda,Accord,07/05/2021,23037
Chevrolet,Camaro,14/08/2016,77462
Nissan,Sentra,28/06/2017,26100
Ford,Mustang,11/07/2015,82729
Kia,Picanto,02/12/2019,10254
Tesla,Model 3,08/08/2011,31381
Honda,Accord,09/06/2016,85505
Ford,Mustang,22/08/2014,99073
Tesla,Model 3,02/04/2015,40478
Honda,Accord,12/11/2016,16056
Ford,Mustang,07/05/2012,98214
Toyota,Camry,13/02/2015,57150
Nissan,Sentra,15/06/2018,31640
Ford,Mustang,03/06/2022,13522
Kia,Picanto,03/09/2013,73427
Ford,Mustang,13/02/2016,90345
Kia,Picanto,08/08/2021,23142
Nissan,Sentra,15/01/2013,11194
Kia,Picanto,19/11/2016,48905
Tesla,Model 3,23/03/2020,25358
Kia,Picanto,05/01/2012,40198
Ford,Mustang,09/04/2013,38714
Kia,Picanto,27/03/2010,99724
Ford,Mustang,01/03/2011,78924
Kia,Picanto,11/06/2016,19693
Honda,Accord,18/10/2015,10612
Tesla,Model 3,17/12/2015,30509
Chevrolet,Camaro,22/08/2012,23602
Chevrolet,Camaro,18/02/2021,44636
Ford,Mustang,27/10/2019,12612
Nissan,Sentra,04/07/2014,94476
Kia,Picanto,13/06/2014,24259
Kia,Picanto,11/08/2019,27352
Kia,Picanto,02/12/2014,18768
Tesla,Model 3,19/08/2015,12949
Chevrolet,Camaro,28/10/2011,63522
Honda,Accord,03/07/2015,51212
Honda,Accord,07/01/2010,77940
Kia,Picanto,15/01/2013,48083
Tesla,Model 3,23/05/2016,54622
Nissan,Sentra,15/02/2017,89820
Nissan,Sentra,10/02/2013,38108
Chevrolet,Camaro,09/05/2022,29864
Honda,Accord,17/12/2012,80081
Tesla,Model 3,05/02/2022,36145
Tesla,Model 3,27/07/2015,35529
Nissan,Sentra,15/11/2013,31937
Ford,Mustang,05/08/2019,68297
Nissan,Sentra,08/01/2015,13417
Nissan,Sentra,02/08/2022,93170
Kia,Picanto,10/02/2021,68454
Kia,Picanto,12/01/2013,74439
Kia,Picanto,02/05/2018,16328
Tesla,Model 3,23/12/2019,19766
Ford,Mustang,24/03/2022,15818
Chevrolet,Camaro,26/04/2018,50297
Chevrolet,Camaro,07/09/2022,49972
Ford,Mustang,20/01/2019,77886
Toyota,Camry,11/03/2013,53806
Ford,Mustang,04/08/2018,10481
Tesla,Model 3,09/11/2017,36829
Honda,Accord,02/02/2013,86400
Nissan,Sentra,20/05/2014,42763
Nissan,Sentra,15/10/2012,75754
Ford,Mustang,27/12/2016,87100
Nissan,Sentra,15/08/2013,18947
Nissan,Sentra,05/02/2014,82819
Nissan,Sentra,07/03/2018,84471
Toyota,Camry,04/12/2013,63351
Honda,Accord,09/01/2012,17196
Chevrolet,Camaro,01/10/2021,31289
Tesla,Model 3,09/05/2015,82265
Nissan,Sentra,07/12/2015,40025
Kia,Picanto,17/11/2016,59849
Ford,Mustang,17/10/2018,69075
Ford,Mustang,19/08/2018,54159
Toyota,Camry,21/07/2022,97230
Toyota,Camry,12/04/2022,30445
Ford,Mustang,20/12/2016,42721
Chevrolet,Camaro,23/10/2010,15731
Ford,Mustang,01/04/2015,81862
Ford,Mustang,12/03/2012,22813
Tesla,Model 3,05/07/2014,98563
Chevrolet,Camaro,18/08/2020,50268
Toyota,Camry,24/02/2020,10391
Nissan,Sentra,10/11/2010,74005
Chevrolet,Camaro,13/04/2017,77962
Nissan,Sentra,15/01/2017,44288
Kia,Picanto,15/09/2011,58176
Tesla,Model 3,28/06/2022,79262
Honda,Accord,23/12/2022,12260
Ford,Mustang,01/04/2019,69088
Toyota,Camry,26/11/2019,96298
Honda,Accord,06/06/2020,44912
Honda,Accord,06/10/2012,63659
Honda,Accord,17/08/2018,54109
Kia,Picanto,09/08/2015,38983
Toyota,Camry,01/11/2016,99156
Honda,Accord,02/11/2010,49681
Chevrolet,Camaro,26/08/2016,87149
Tesla,Model 3,23/08/2010,75166
Ford,Mustang,10/06/2015,63654
Toyota,Camry,02/06/2020,93426
Ford,Mustang,06/09/2017,95565
Nissan,Sentra,01/10/2022,50228
Toyota,Camry,20/01/2014,84458
Toyota,Camry,06/09/2021,81850
Ford,Mustang,16/05/2015,65917
Honda,Accord,06/04/2011,14614
Honda,Accord,27/05/2013,58012
Ford,Mustang,20/07/2019,72095
Toyota,Camry,09/05/2018,46002
Honda,Accord,23/08/2022,73206
Tesla,Model 3,02/03/2022,98583
Kia,Picanto,14/06/2013,49097
Chevrolet,Camaro,09/02/2022,68523
Nissan,Sentra,14/05/2017,93451
Toyota,Camry,06/05/2010,29000
Toyota,Camry,26/04/2021,54994
Chevrolet,Camaro,26/01/2016,88194
Honda,Accord,18/04/2016,21389
Nissan,Sentra,25/04/2017,21031
Toyota,Camry,12/06/2018,20017
Ford,Mustang,24/01/2013,63033
Honda,Accord,06/12/2013,45259
Honda,Accord,11/05/2016,78887
Toyota,Camry,26/05/2020,20680
Nissan,Sentra,10/12/2014,65426
Tesla,Model 3,25/09/2013,97532
Ford,Mustang,08/12/2022,94717
